Loan.Status,Term,Years.in.current.job,Home.Ownership,Purpose,Current.Loan.Amount,Credit.Score,Annual.Income,Monthly.Debt,Years.of.Credit.History,Months.since.last.delinquent,Number.of.Open.Accounts,Number.of.Credit.Problems,Current.Credit.Balance,Maximum.Open.Credit,Bankruptcies,Tax.Liens,ID
1,Long Term,9 years,Own Home,debt consolidation,306636.8911088871,684,1418730.8212417448,20688.33164531242,19.3,14.1,8,0,155990.01164724395,453816.9997470623,0,0,23804
1,Short Term,10+ years,Rent,debt consolidation,193577.70152850036,734,840560.1517067776,9876.303623248408,20.3,8.2,7,0,52933.15155712509,173162.83219465404,0,0,23805
1,Long Term,10+ years,Home Mortgage,debt consolidation,783704.4436971885,728,1933041.2804280974,28834.758260230108,27.4,6,18,2,813315.2660419038,2029565.406706094,2,1,23810
1,Long Term,10+ years,Rent,debt consolidation,466907.27237714565,722,2880211.2059917585,41043.363840488826,22.1,7.9,6,0,379124.71167784324,444775.8913629482,0,1,23814
1,Short Term,10+ years,Home Mortgage,debt consolidation,205875.73833048466,739,879699.8408344691,5504.889035459001,23.2,7.8,9,0,167122.71753277033,565817.5444374614,2,0,23816
0,Short Term,n/a,Rent,educational expenses,22197.22023369275,742,201380.55346369703,3591.4064897330577,20.5,8.1,9,2,104139.20955588079,246575.9307394161,0,1,23817
0,Long Term,5 years,Home Mortgage,debt consolidation,359283.16795876913,634,1357530.5030992972,25678.845002303737,15.3,17.1,14,2,245022.4894123259,383899.69138785836,1,1,23829
1,Long Term,2 years,Home Mortgage,debt consolidation,409398.166468269,711,1605424.2849568897,22476.81166981705,40,11.2,12,0,163532.50725198013,278871.80042064737,0,0,23832
0,Long Term,10+ years,Home Mortgage,other,281598.30795718916,646,778238.2366348403,11218.648191727276,20.2,10.7,12,0,141643.64027765073,353472.44323351217,0,0,23834
1,Long Term,10+ years,Home Mortgage,debt consolidation,388957.8456075903,698,2799269.6383872544,33824.157338708625,25.8,13.2,18,0,292789.79564252024,524790.2017761886,0,1,23836
1,Long Term,7 years,Home Mortgage,debt consolidation,258830.4367827423,678,621984.3180669275,7670.976555838648,20.3,25,13,0,166591.36237783651,301399.621422758,0,0,23837
1,Long Term,7 years,Home Mortgage,debt consolidation,292379.98686807236,732,1068312.389415591,16470.23795385978,20.4,16.6,11,0,196574.01425838843,384473.2341700573,0,1,23840
0,Long Term,9 years,Home Mortgage,debt consolidation,634789.922725198,629,1221413.9084883763,13331.605199179678,12.5,12.5,9,0,188252.23561695643,381062.28701037087,0,0,23841
1,Long Term,7 years,Rent,debt consolidation,108283.25070514408,693,1215618.675940943,9106.758953588203,26.4,13.9,6,0,112706.4624878536,335521.32622867473,0,0,23843
0,Short Term,2 years,Rent,debt consolidation,234100.01377341145,726,899669.6793867316,19792.732497818623,14,7.2,14,0,166876.23746033834,268752.44067205285,0,0,23844
1,Long Term,1 year,Home Mortgage,debt consolidation,398572.70342333027,708,1625505.368897684,36302.26767658969,28.8,8.9,11,0,119433.49604103627,168212.76762023714,0,0,23845
1,Short Term,< 1 year,Rent,debt consolidation,220526.56607851913,722,1599839.8395655092,16799.562542560336,12.5,18.6,17,1,204743.1243333922,452409.4661175794,1,0,23847
1,Short Term,< 1 year,Rent,debt consolidation,107734.23425158275,735,688520.4707572093,11301.342516709201,25.8,24.3,18,3,64485.2369538715,330352.52855466347,2,1,23850
1,Short Term,3 years,Home Mortgage,debt consolidation,646007.7021914094,715,2064293.4311687353,26664.04452415595,11.6,2.3,23,0,39197.45910345683,313061.2979773886,0,0,23853
1,Short Term,6 years,Home Mortgage,debt consolidation,325820.41637957457,745,2025930.6230374349,8086.697966448894,12.4,20.5,10,1,336623.2061116406,825793.0824261744,0,1,23856
1,Long Term,10+ years,Home Mortgage,home improvements,435161.4648863716,720,1879101.6226406984,11399.69745131099,22.7,20.6,9,1,510644.534325015,1182543.7211312635,2,0,23858
1,Short Term,5 years,Home Mortgage,home improvements,158246.87275276566,707,1246857.8927440194,17559.44655049295,13.7,18.7,6,1,47442.60374433661,175493.56042142076,2,0,23862
1,Short Term,2 years,Rent,debt consolidation,121111.54083411222,741,829007.663777138,20032.456832300413,11.4,28.7,18,2,94770.88845701936,204357.42045007774,2,0,23865
0,Short Term,5 years,Rent,debt consolidation,223520.37169749013,743,1544319.9569151644,23035.092763371795,12.5,4.6,16,2,119071.65631988132,339570.0423469388,1,2,23868
0,Long Term,10+ years,Rent,debt consolidation,392435.5022976384,724,779969.4584658827,22098.64803241158,15,8.8,10,0,245212.92730271176,462418.4806670503,0,0,23873
1,Long Term,10+ years,Home Mortgage,debt consolidation,503249.8573233137,725,1214668.5511773769,16701.63668793456,24.3,18.4,14,1,342419.9797591867,792968.4944090671,1,2,23876
1,Short Term,6 years,Home Mortgage,debt consolidation,770922.187718449,734,3043647.516465107,45146.74272210754,21.8,24.2,17,0,551590.3047102892,1347413.1729226226,0,0,23879
1,Short Term,10+ years,Rent,debt consolidation,186098.70563781017,739,1511505.8557654594,13854.396688750281,35.5,11.6,5,0,91179.08817720154,340603.31479915825,0,1,23880
1,Long Term,9 years,Rent,debt consolidation,259600.46965558603,719,1201674.6021971998,2994.8929250175124,20.1,26,8,1,83753.33053505409,175384.8569861365,1,0,23881
1,Short Term,3 years,Rent,debt consolidation,175998.33502109203,740,816999.3536402512,12869.069829741642,5.9,28.8,8,0,145237.13876747718,301377.79227165756,1,0,23882
1,Short Term,n/a,Own Home,home improvements,552926.3456667406,712,1948278.8915988542,35879.569505357096,15.7,4.8,14,0,116204.16320389873,312201.3416229502,0,1,23885
1,Long Term,6 years,Home Mortgage,debt consolidation,265890.9751559228,682,899421.0745648188,15662.866226634662,20.4,14.2,9,0,348535.0219163152,755766.1034234907,0,0,23887
1,Long Term,10+ years,Home Mortgage,other,417801.05405193416,717,1409476.2112539727,21610.470967611564,24.5,27.5,9,0,167294.94443082475,573099.7635956039,0,0,23889
1,Long Term,4 years,Home Mortgage,debt consolidation,654060.464289963,670,2071188.658780222,41595.34242378575,14,8.9,12,0,10830.049565329877,245829.14702897385,0,1,23892
1,Short Term,2 years,Home Mortgage,buy a car,100429.85693095706,712,2120307.0093482323,21981.617863728618,13.5,19.1,9,0,75754.2890121774,356577.9910682935,0,0,23896
1,Long Term,6 years,Home Mortgage,debt consolidation,626779.7479482401,623,2416571.889561058,19593.41594368035,15.2,15.2,14,0,370063.01720894314,612149.4376390768,0,0,23899
1,Long Term,7 years,Home Mortgage,debt consolidation,666927.854562031,733,2879924.784531144,36958.94748266696,24.7,11.8,14,0,838832.0136959143,1579314.05222787,0,0,23900
1,Short Term,10+ years,Home Mortgage,home improvements,87252.6171534084,687,1638789.4848477878,18436.371439718278,15.8,7.2,13,0,144343.51662122662,381590.32499986864,0,0,23902
0,Short Term,10+ years,Rent,business loan,75812.732531986,742,1028907.9446374705,7742.207925420994,19.6,8.5,16,0,327273.9789958224,1155308.5099728496,2,0,23903
0,Long Term,10+ years,Own Home,debt consolidation,644819.4692129211,639,1522166.6621277118,34122.11743263618,19.9,6.8,15,1,330864.7064338547,694032.8441466376,0,0,23904
1,Long Term,3 years,Home Mortgage,home improvements,587972.6646311004,656,2334721.940541227,24903.81930513576,19,22.1,12,0,169671.34603732222,332992.25226476445,0,0,23905
1,Short Term,10+ years,Own Home,debt consolidation,270489.8765318176,748,1362717.6670091152,23506.66469436479,15,22,16,0,540454.8100586298,2072135.2030426192,0,0,23907
1,Short Term,1 year,Rent,other,220132.6486523356,687,1996197.245173563,23455.617458637527,14.6,8.4,9,0,100871.13182615947,138732.3767494703,0,0,23909
1,Long Term,10+ years,Home Mortgage,debt consolidation,763379.5081487887,687,1883661.2767588801,37517.74590904056,14,16.8,16,1,574978.486460888,693529.1899680457,0,1,23916
1,Short Term,< 1 year,Rent,debt consolidation,237974.61043296184,725,1074373.39718097,28380.26664231581,10.3,30,17,0,163228.2013652622,296251.60823568475,0,0,23920
1,Long Term,6 years,Home Mortgage,debt consolidation,725426.9731366715,699,2088326.9228012334,21405.034116959156,19.4,13,9,0,326495.8136917613,439604.30314108357,0,0,23922
1,Short Term,2 years,Rent,debt consolidation,475484.37703603023,724,1213263.3394429465,23255.103637295222,17.3,29.8,11,0,234498.06901973966,285207.30115400197,0,0,23926
1,Short Term,4 years,Rent,debt consolidation,61908.66179090538,733,859274.4249788998,19332.63569231158,15.2,13.1,10,1,205655.4696174306,338226.6383606716,0,1,23927
1,Short Term,10+ years,Home Mortgage,debt consolidation,472450.85549528134,746,1398913.8885286557,17954.39029654366,21.1,3.1,12,0,110523.44709902031,699247.7799830727,0,0,23929
1,Short Term,9 years,Home Mortgage,educational expenses,109274.32966981722,748,1132364.090876116,20989.080011326172,20.1,29,19,0,23048.51951777931,179080.22794977852,1,0,23930
0,Short Term,8 years,Own Home,debt consolidation,300433.17731074826,742,1067475.2525096468,20726.552792896477,14.5,2.3,8,0,262332.4707132864,373141.0306764631,0,0,23935
1,Short Term,10+ years,Home Mortgage,debt consolidation,333628.89763527195,710,2785304.915569114,41546.13533571046,12.7,13.4,17,1,564755.4668650721,1141252.0277448879,0,2,23941
0,Short Term,10+ years,Rent,other,215975.98097508014,703,1492184.7560841711,23627.378708700882,20.3,11,26,0,337251.41232063144,1064030.7106636078,0,0,23942
0,Short Term,6 years,Rent,debt consolidation,228800.99360796023,721,576516.2707205168,6293.979854270267,22.8,22.9,10,0,221199.86614447145,471679.73779011366,0,0,23946
1,Long Term,2 years,Home Mortgage,debt consolidation,248993.91733758955,731,754528.4049764373,15341.50274408823,13.9,17.5,12,1,113962.45551057407,318759.0963271728,1,0,23948
1,Short Term,2 years,Rent,debt consolidation,121110.73900096703,660,684607.1435619936,14604.752492110876,3,22.2,10,0,7922.745712558024,241647.86024188128,0,0,23952
1,Long Term,10+ years,Home Mortgage,debt consolidation,354243.42830073525,699,2103375.048285793,31374.088895358676,17.2,22,25,0,697128.2003768787,1664343.7000022593,0,0,23957
1,Short Term,10+ years,Home Mortgage,debt consolidation,152285.38680050906,741,901778.1905073473,3795.2936296416874,19,1.3,14,0,50389.41428754647,1666961.201080584,0,0,23958
1,Short Term,6 years,Home Mortgage,debt consolidation,103200.88774577061,722,1169831.3835505305,14136.872289809222,14.2,20,11,1,210101.64146115154,354638.7216308786,0,1,23967
1,Short Term,3 years,Rent,debt consolidation,401698.3536300084,741,2023727.610282128,37606.606521735295,19.4,23.6,15,1,597035.4291740946,868471.0898250003,1,1,23969
0,Long Term,3 years,Home Mortgage,home improvements,417427.80118691776,672,2489512.761800046,21781.95900658457,17.3,11.3,7,0,99064.24453203198,254912.31372753155,0,0,23970
1,Short Term,4 years,Rent,debt consolidation,250885.76441567985,724,958740.9595246552,20773.397604144517,15.4,9.9,20,0,112649.59682532419,144297.92716871965,0,0,23976
1,Long Term,10+ years,Home Mortgage,debt consolidation,434192.70108853345,721,1499935.733423878,26373.98744047054,24,13.9,21,0,231666.752539582,668930.6187482547,0,0,23978
1,Long Term,2 years,Home Mortgage,debt consolidation,392433.9465372911,720,2259479.6199162304,27677.923300795857,21,17.3,11,1,173849.0218383192,259400.90296858823,0,1,23981
1,Short Term,3 years,Rent,debt consolidation,314446.5240900732,722,1803936.4141231426,2675.775048102791,13.5,11.3,5,0,80503.15660069579,271744.7543792142,0,0,23983
1,Short Term,10+ years,Home Mortgage,debt consolidation,332045.03643748426,747,2160321.7561094943,24485.951540869326,18.4,9.6,21,1,376600.798427936,1218052.0078407868,0,1,23985
0,Short Term,3 years,Home Mortgage,home improvements,211178.8596280735,716,841756.9997375057,17676.363221336782,29.9,5.3,11,0,88787.14596919273,348547.2837541354,0,0,23992
0,Short Term,5 years,Rent,debt consolidation,223520.37169749013,743,1544319.9569151644,23035.092763371795,12.5,4.6,16,2,119071.65631988132,339570.0423469388,1,2,23993
1,Short Term,1 year,Own Home,debt consolidation,219537.99486340059,743,758404.5481675105,5081.6626147677825,17.8,4.1,14,0,132847.18973815348,179916.2575537531,0,0,23998
1,Short Term,10+ years,Own Home,debt consolidation,507054.0008735492,747,1237601.2316382895,7981.517755307682,28.8,21.8,25,3,306431.28450648725,1129986.2586963633,2,2,24006
0,Short Term,7 years,Home Mortgage,other,305668.45902978536,729,1093621.2318269075,8785.01501755902,10.8,15.4,7,0,350835.19951068034,447367.8423075602,0,0,24007
1,Short Term,4 years,Own Home,debt consolidation,130812.96971863229,739,1129738.4091584657,7663.956970037558,16.3,16.6,12,0,225528.8329187582,370413.77221755433,0,0,24008
0,Short Term,10+ years,Home Mortgage,other,612786.8238412776,705,1324244.8537131806,31341.90887537579,31.2,16.3,10,0,400063.87951443024,856217.0117134822,1,0,24009
1,Short Term,n/a,Own Home,debt consolidation,150326.7196795485,724,296762.7166601446,2870.251308280261,23.4,22.3,13,0,111246.42553273028,521510.6057715552,0,0,24011
1,Short Term,7 years,Home Mortgage,debt consolidation,224487.53710318648,738,1454070.1254539364,1975.3122418396247,17.8,21.2,7,1,128230.21421693497,186296.60479766974,0,0,24013
1,Short Term,10+ years,Rent,debt consolidation,110109.81916097172,712,1141026.3381483997,2302.5292861916005,21.5,23.3,4,0,118067.16819754537,140931.80471799712,0,0,24015
1,Short Term,6 years,Own Home,debt consolidation,161325.78552364174,714,851466.064327203,21712.639743677384,27.1,14.4,10,0,135203.14488403147,288838.7987896247,0,0,24020
1,Short Term,4 years,Rent,debt consolidation,326280.54882270197,711,1127118.2620039517,16813.28939771064,19.2,25.3,17,1,339168.1058665086,548482.6515694496,2,0,24021
1,Short Term,2 years,Own Home,debt consolidation,713414.3192152266,706,1405619.6857859662,13586.81622241255,18.5,7.3,10,1,292788.9613072723,596860.3217200446,0,1,24027
1,Short Term,n/a,Rent,debt consolidation,120867.53401150405,744,702222.2811189924,3266.082225874177,24.4,27,8,1,85995.51503811548,188958.32944763394,1,0,24029
1,Short Term,10+ years,Home Mortgage,home improvements,112729.59325169527,739,2258436.3272160646,13156.371971475204,18.2,10.9,4,1,96824.57650768687,360469.1444560777,2,0,24032
1,Short Term,10+ years,Home Mortgage,debt consolidation,337657.790724154,725,1010913.8374005692,9013.830982834706,26.3,11.9,8,1,362064.72545482666,598905.405751307,1,1,24034
1,Long Term,9 years,Home Mortgage,debt consolidation,262922.0366666355,715,2895087.253793837,44632.037812437266,22.8,20.4,27,0,521835.3441325952,1405185.107831812,0,0,24041
1,Short Term,6 years,HaveMortgage,take a trip,68069.49448591162,698,853290.5720409035,18132.44868305864,16.1,5,7,0,96350.64340234987,160270.1178383504,0,1,24044
1,Short Term,2 years,Rent,debt consolidation,141899.5142454529,732,622174.0615164738,2868.5150516077083,11.6,19.3,7,1,103266.20744244131,207218.2129797193,1,1,24045
1,Short Term,7 years,Own Home,debt consolidation,409617.3151455853,700,1424584.384576514,31580.025465760937,30.6,13.5,16,0,254696.9396738035,754248.1767996155,0,0,24048
0,Short Term,10+ years,Own Home,debt consolidation,133542.4666377486,714,768893.4929908152,4517.997267854476,18.6,10,10,0,89243.73650787321,222708.03445581842,0,1,24062
0,Long Term,4 years,Home Mortgage,debt consolidation,528263.5519059901,654,1029440.2486540248,19218.065288901696,18.8,12.6,12,1,351005.401240765,572418.4411554541,0,1,24064
1,Short Term,10+ years,Home Mortgage,debt consolidation,200088.17992033708,714,979184.8659236329,19666.0307986477,14.2,8.7,16,0,247551.4661976917,868629.3354738603,0,1,24065
1,Short Term,1 year,Rent,debt consolidation,524942.6247132685,747,1038938.3175834616,15584.538031436925,19.6,26.9,10,1,515372.78681277734,1212881.1838335497,1,0,24071
1,Short Term,10+ years,Home Mortgage,debt consolidation,263759.34964876354,731,1328802.418518656,26575.602046905326,19.2,23.4,13,1,185060.1138269982,342848.52500466723,0,1,24072
1,Long Term,8 years,Rent,debt consolidation,510486.10940751375,686,1102172.5596072332,14972.85303087936,27.2,14.4,10,0,428906.8505085072,1232306.7746967538,0,0,24074
1,Long Term,7 years,Home Mortgage,debt consolidation,387287.9576354783,720,1133501.695855683,6319.417490833449,23.2,22.7,7,1,107292.57365055021,144122.25050845687,1,1,24077
1,Long Term,3 years,Home Mortgage,debt consolidation,753917.1277997111,717,2604406.6090066875,27780.235328204704,16,19.2,15,0,304893.7035587934,682857.8755191962,1,0,24086
0,Short Term,7 years,Home Mortgage,debt consolidation,215271.0387993503,729,1076123.4110081657,16053.104684506612,18.2,26.3,16,0,92302.69260013789,242331.31902313317,0,0,24087
1,Short Term,10+ years,Home Mortgage,debt consolidation,441891.71227449755,743,1534553.9199446975,20589.755722176058,7.5,9.2,14,0,259425.99947823858,1001329.7130351898,0,1,24088
1,Short Term,4 years,Home Mortgage,debt consolidation,217229.23772821404,708,2626485.1396898027,27795.92374773976,16.6,10.1,8,1,113049.66597447521,178112.9324410829,1,0,24092
1,Short Term,8 years,Own Home,debt consolidation,117569.91581832331,746,1222288.8775978428,27197.443864258017,17,29.9,10,0,241566.0906331285,524767.3253113397,0,0,24094
0,Long Term,4 years,Rent,debt consolidation,451990.02237250895,711,1047185.6031359482,18849.770338404236,22.1,13.5,14,1,192508.76474835826,519618.93628448533,2,0,24103
0,Long Term,5 years,Rent,other,275066.63754371455,589,774133.760923747,20770.700449508153,2.3,27.6,2,0,169612.85386297526,306878.8215056482,0,0,24105
1,Long Term,6 years,Home Mortgage,debt consolidation,259599.97650015863,729,1046234.7809635205,10114.337386179557,16.3,11.9,11,0,119072.54725431162,317657.3915590586,0,0,24106
0,Short Term,< 1 year,Own Home,home improvements,92179.49443037582,727,227430.2613532192,1403.0200964347202,14.4,1,8,0,54264.76126040061,359016.6298238681,0,0,24107
1,Long Term,10+ years,Home Mortgage,home improvements,263228.88978280436,692,954825.7920469212,1758.8496366943696,19.8,13.6,2,0,42446.78229915529,81201.23719162522,0,0,24115
1,Long Term,10+ years,Home Mortgage,debt consolidation,446732.8197109463,618,1253904.8060213123,35526.948767564565,17.9,14.1,11,1,252623.29279053,399629.1537109612,2,0,24116
1,Short Term,1 year,Home Mortgage,debt consolidation,264351.79213924764,723,645733.564263513,13560.12622790265,24.6,29.1,10,1,119396.68186587165,347380.9468768538,1,0,24121
0,Long Term,5 years,Rent,business loan,169202.63322067316,701,510986.1196479294,10348.23479548123,15.1,6.7,5,1,91959.65501849224,314094.4727696726,2,0,24126
1,Long Term,10+ years,Rent,debt consolidation,717089.5258016483,686,1548273.60243896,12723.586786898966,28.1,22,10,1,193876.25877624503,253088.11410997945,0,1,24135
1,Long Term,10+ years,Home Mortgage,debt consolidation,437317.9290219674,682,1412745.6650125084,21779.781849622726,19.7,4.8,12,1,266914.41741568607,625615.1466188075,1,2,24136
1,Short Term,6 years,Home Mortgage,debt consolidation,129866.22384015181,743,1495374.7621547242,8534.794044935736,20.3,15.9,7,0,122093.62424123865,352550.07030300895,0,1,24137
1,Short Term,4 years,Own Home,debt consolidation,171752.22680778513,743,1297946.5426452009,9454.021229233122,16,16.1,11,0,123879.24302069793,587862.8252272182,0,0,24140
0,Short Term,10+ years,Home Mortgage,other,215358.5808928635,728,1041540.7726944551,12322.683471106657,15,15.9,20,1,123897.9774885362,743380.3644959929,0,0,24142
1,Short Term,10+ years,Rent,other,660462.2809328906,705,1901329.8034033377,30738.073251448925,14.5,8.8,10,0,60649.09785703886,145420.51481917256,1,0,24147
1,Short Term,3 years,Home Mortgage,debt consolidation,189264.7679443035,721,797848.1205002174,11369.598179963714,21.4,25.9,13,1,193002.64569986603,360447.5106587572,1,0,24148
1,Short Term,2 years,Rent,other,213267.37712931487,721,1112791.6914627508,17805.971450448054,8.3,17.6,14,1,193554.14578161886,610652.5396447689,0,1,24151
0,Short Term,10+ years,Rent,other,183985.68726597773,694,1040401.9110627099,13958.193710093967,20,20.6,9,0,345798.08403660264,516625.32646146376,0,1,24153
1,Short Term,5 years,Rent,debt consolidation,67453.0606597544,739,644384.2687284512,17505.70287307251,10.6,18.6,8,0,82725.00253761458,111120.90574985786,0,0,24156
0,Short Term,9 years,Rent,debt consolidation,402535.0790071741,741,3090158.644612855,23638.11582053339,20.6,7.5,13,2,691466.0404026147,1332186.589790034,1,2,24157
0,Long Term,10+ years,Home Mortgage,home improvements,752376.7062643782,678,2916994.8945100904,7755.309782182511,29.4,18,10,1,232084.10101232413,401675.20839554415,0,2,24159
1,Short Term,2 years,Home Mortgage,debt consolidation,158732.32260256342,708,595669.2173191884,4716.488199777243,15.8,6.3,8,0,131613.72531258283,238480.3018317622,0,1,24163
1,Short Term,10+ years,Home Mortgage,debt consolidation,110879.11979942936,721,1570310.461539005,5246.962528331023,33.9,23.2,9,1,95532.72465763237,148498.76840808656,2,1,24164
1,Short Term,7 years,Rent,debt consolidation,476585.06079231034,706,1403207.3890043006,18241.44127696101,13.9,10.4,6,1,91579.95158896792,214654.18698152163,0,1,24166
0,Long Term,7 years,Rent,debt consolidation,381812.0729482657,699,824353.3348980766,17792.88734294552,14.7,26.8,11,1,388775.88607507007,512710.3775019018,1,2,24169
1,Long Term,4 years,Rent,debt consolidation,694212.3317800892,644,1686230.4017381885,22763.802110722514,9.9,15.7,12,3,158365.03721224127,295262.78864931327,1,1,24171
1,Long Term,2 years,Home Mortgage,debt consolidation,419254.1911430889,678,1179995.8755549358,8673.004581710162,15.5,18,17,0,156882.7225737857,646470.6927412368,0,0,24172
1,Long Term,10+ years,Rent,debt consolidation,334949.5762673418,698,1330666.657715696,22101.34057540417,27.7,23.4,12,0,264138.1250700384,469103.5568687117,0,0,24181
1,Short Term,4 years,Home Mortgage,other,257553.68039747947,691,1112182.7334927404,5467.832692705525,28.6,13.3,6,0,136552.7693592836,180289.49900479653,0,0,24182
1,Long Term,1 year,Home Mortgage,debt consolidation,249546.58960420295,725,2309181.1846513203,16278.43059266292,17.5,16.8,9,0,60741.54460378084,265430.66784616973,1,0,24188
1,Long Term,10+ years,Rent,debt consolidation,433090.86518744455,700,1103406.7433803873,17655.320252064266,21.7,20.4,12,0,432745.4316418181,792813.8935046061,0,1,24195
0,Short Term,4 years,Home Mortgage,debt consolidation,684815.9605740325,726,1689823.6123576395,37317.54849865781,24.6,6.8,8,0,871929.5422995612,1577508.8538679015,0,0,24202
1,Short Term,< 1 year,Own Home,buy house,184800.1974690955,669,1167816.0876617506,487.7022891396403,9.7,10.4,2,2,2013.5318074218908,122165.39242905877,0,2,24204
1,Short Term,3 years,Rent,other,104807.34156033314,686,1067192.4098476816,24811.120503439714,7.9,10.5,9,0,32394.582292428706,143176.0729399633,0,0,24215
1,Long Term,10+ years,Rent,other,44727.13131556218,649,1419261.867214107,12182.152236806718,15.4,3.6,9,0,30836.246297481423,405768.19057428674,0,1,24216
1,Short Term,10+ years,Own Home,debt consolidation,216303.9085417268,693,651908.875995456,12548.230799958003,38,9.8,12,0,108641.29106488774,381193.53525662556,0,0,24218
1,Short Term,10+ years,Home Mortgage,debt consolidation,149117.40340201103,723,639103.5094236019,13100.3144388802,14.2,8.6,13,2,176284.18346018076,278082.4260472267,0,1,24220
1,Short Term,8 years,Home Mortgage,debt consolidation,133034.37196826687,741,1340373.489354907,12285.72096149426,24.2,28.5,12,2,410761.17182747344,779702.0399861501,1,3,24224
0,Short Term,7 years,Rent,debt consolidation,435292.6541523767,686,1447344.4547087587,27741.462693990834,14.1,3.1,17,0,332613.4845600383,753653.901747147,0,1,24226
1,Short Term,5 years,Rent,debt consolidation,258477.90071122622,726,1190577.7147913452,36908.720850567595,15,17.8,14,0,592970.2306894072,749561.5037917498,0,0,24233
1,Short Term,5 years,Home Mortgage,debt consolidation,224466.34562081855,701,1260078.6806733964,22785.67340995606,18.9,1.8,14,2,111566.50525990444,759880.5824860814,1,1,24236
1,Short Term,10+ years,Home Mortgage,debt consolidation,325049.4525470687,701,1590775.5200545383,16173.626145809572,11.6,6.4,15,0,219925.37718051273,401016.6259265397,0,0,24238
1,Short Term,10+ years,Own Home,debt consolidation,494998.82488490484,725,1214746.7355634398,15690.216113867316,24.9,10.8,17,0,571214.4799286757,1299407.3665594535,0,1,24239
1,Short Term,8 years,Home Mortgage,debt consolidation,398465.250387309,741,1127954.7759728895,9080.416591360563,16.1,16.6,11,0,140010.30752085842,421102.5016389842,0,0,24240
1,Short Term,3 years,Rent,medical bills,337590.1237893574,678,813635.6691490625,17695.658576257538,20.2,11.9,10,1,254941.82171060276,470798.86289127806,0,1,24241
0,Long Term,3 years,Rent,debt consolidation,766611.9817946041,588,2024050.5913644284,23615.248345299813,20.3,8.7,7,0,75163.99070808764,175096.8758265168,1,0,24246
0,Long Term,2 years,Home Mortgage,debt consolidation,542211.434223394,678,939359.8649670428,15343.19438964003,15.6,6.5,15,1,329916.4526073464,714030.7217898967,0,1,24250
1,Long Term,1 year,Rent,other,664949.636424278,644,1883621.1092527655,26181.08983171635,19,12.3,16,0,200639.8821850119,425481.59019547136,1,0,24252
1,Short Term,6 years,Home Mortgage,other,65407.64483927883,698,941450.987565533,13416.772925852798,14.2,6.4,11,0,144513.21992122394,1045814.491077534,0,1,24254
1,Long Term,9 years,Home Mortgage,debt consolidation,423673.94839995384,703,1069034.8500757182,24766.004347763115,29.9,13.2,9,0,110540.8847729163,166427.92079038682,0,0,24264
1,Short Term,1 year,Own Home,debt consolidation,324653.43356093933,738,1457984.7232529665,24178.287393874652,14,7.6,6,2,108947.1308109755,335477.7106483538,1,0,24266
1,Short Term,5 years,Home Mortgage,debt consolidation,208669.27628982568,704,1188601.5450598388,14658.07342884502,13.1,16.3,11,0,339547.4496337013,481821.47222426144,0,0,24272
1,Short Term,5 years,Rent,debt consolidation,129140.26699228614,711,873716.3584679248,21479.910130135664,11.2,25.5,7,1,109745.60637427354,172192.7438948024,2,0,24274
1,Short Term,10+ years,Rent,debt consolidation,331100.05487972125,728,1048458.2215678304,18609.35195274353,38,16.1,15,0,334305.46601729596,796465.4296470551,0,0,24277
1,Long Term,< 1 year,Rent,debt consolidation,328391.560086635,735,1607094.1192859493,19968.09283633954,39.9,11.3,9,0,74765.21568952657,221387.19261886488,0,2,24278
1,Short Term,5 years,Rent,debt consolidation,194808.9216809773,738,559283.4499151777,9460.481313379996,16,27.8,9,0,112422.02771906205,352748.8437560446,0,0,24279
0,Short Term,7 years,Own Home,debt consolidation,96625.32405973009,712,639138.6776285975,7136.333847814785,27.1,25.4,11,1,125342.63360154699,268267.3925842893,1,0,24282
1,Short Term,6 years,Rent,debt consolidation,135146.39974973598,717,1080282.535742285,26916.78518473848,15.8,13.9,7,2,20899.57543848406,55857.971316836316,1,2,24283
1,Short Term,9 years,Own Home,debt consolidation,266464.080788435,728,1668369.907870655,15987.848905103392,22.1,23.6,12,0,63327.7969122389,228426.60244276162,0,0,24284
1,Long Term,1 year,Home Mortgage,debt consolidation,436789.94759315334,717,1037380.9000494087,18759.217489121038,13.3,4.9,21,2,252128.52977478414,555016.2228284064,2,1,24286
0,Long Term,1 year,Home Mortgage,debt consolidation,434809.0708146814,634,978044.0687679335,14670.430219916128,12.9,16.5,17,0,214490.4964647475,369577.847351166,0,0,24287
1,Short Term,7 years,Home Mortgage,debt consolidation,288506.65768925525,662,808582.8331220413,3591.410575018778,11.3,0.4,3,0,102714.27529679025,172107.3242864731,0,0,24290
1,Short Term,10+ years,Home Mortgage,debt consolidation,44220.14558526592,730,1432278.2588335224,14561.758744873341,18.3,15.5,9,1,50996.13620604119,68574.76970187883,0,1,24292
1,Short Term,6 years,Home Mortgage,debt consolidation,448843.78162202286,741,1453652.335593368,27861.755286209594,24.7,7,15,1,554590.1869349647,901913.1521944401,1,0,24294
1,Short Term,4 years,Rent,debt consolidation,61775.32230187641,729,1695901.4493985588,21480.096919933687,29.9,26.4,7,0,110920.76477290377,152174.296782907,0,0,24297
1,Short Term,7 years,Rent,debt consolidation,398882.28727601847,693,2392346.4083123696,24124.08413734011,18.9,5.7,7,1,110996.74393418182,134022.45404003057,2,0,24298
